age,employment_years,annual_income,monthly_income,savings_balance,total_assets,total_liabilities,credit_cards,existing_loans,monthly_payment,loan_amount,loan_term,dependents,marital_status,education,employment_status,home_ownership,loan_purpose,previous_default,debt_to_income,new_loan_payment_ratio,new_loan_payment_ratio_binned,ratio_times_debt,risk_score,loan_approved
53,8,200000,16666.666666666668,9091,50000,31896,0,6610,500,10000.0,12,0,married,master,retired,mortgage,home,yes,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,79.05647095587534,0
24,6,200000,16666.666666666668,4033,50000,49078,0,6773,500,10000.0,3,0,single,high_school,retired,rent,other,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
19,5,200000,16666.666666666668,3332,50000,22680,2,3818,500,19273.77396088929,3,2,single,phd,unemployed,rent,business,no,0.029999999998199998,0.3854754792177858,1.0,0.011564264375839716,39.66718727555004,0
28,6,200000,16666.666666666668,14046,50000,38422,4,17260,500,22059.255848291625,24,1,married,master,employed,mortgage,car,no,0.029999999998199998,0.05514813962072906,0.0,0.001654444188522605,88.93953826386438,1
34,4,200000,16666.666666666668,1694,302765,17189,0,1827,500,24221.178966678,24,1,divorced,master,retired,mortgage,other,no,0.029999999998199998,0.060552947416694994,0.0,0.0018165884223918544,88.80718278293516,0
37,5,200000,16666.666666666668,3611,80061,11718,0,20739,1051,13327.679011494325,36,1,married,master,self_employed,mortgage,business,no,0.06305999999621639,0.022212798352490543,0.0,0.0014007390640240092,89.06187312548748,0
32,14,200000,16666.666666666668,7740,64552,30521,1,10498,663,10000.0,12,0,married,college,self_employed,mortgage,business,no,0.0397799999976132,0.049999999999999996,0.0,0.0019889999998806596,88.90977095588414,0
38,4,200000,16666.666666666668,6201,50000,13664,2,5686,500,10000.0,6,0,married,college,employed,mortgage,education,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
22,6,200000,16666.666666666668,5031,139788,12703,1,6548,500,10000.0,6,2,divorced,bachelor,self_employed,mortgage,car,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
49,2,200000,16666.666666666668,7356,78146,21123,2,7115,500,10000.0,6,0,married,college,employed,rent,education,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
34,5,200000,16666.666666666668,6135,52222,10000,2,11443,500,10000.0,36,0,single,high_school,employed,mortgage,car,no,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,89.63586424221606,0
46,5,200000,16666.666666666668,5007,50000,35828,1,7367,500,12929.741857547695,12,0,divorced,college,retired,mortgage,home,no,0.029999999998199998,0.06464870928773847,0.0,0.0019394612785157864,88.69989602247293,1
38,4,200000,16666.666666666668,1136,156156,23331,1,18263,505,10000.0,3,2,married,bachelor,employed,rent,home,no,0.030299999998181996,0.19999999999999998,1.0,0.006059999999636399,78.68784095261412,0
39,3,200000,16666.666666666668,3156,55762,74946,1,3866,1093,20891.609038286784,24,0,married,college,self_employed,own,education,no,0.06557999999606519,0.052229022595716955,0.0,0.0034251793016216066,88.47319564013695,1
40,6,200000,16666.666666666668,7043,50000,10000,3,12515,1167,10000.0,6,0,married,phd,employed,rent,debt_consolidation,no,0.07001999999579879,0.09999999999999999,0.0,0.007001999999579878,86.86701824352119,0
39,5,200000,16666.666666666668,1726,50166,27876,0,13655,1111,19690.80769161667,36,0,married,bachelor,employed,own,car,yes,0.06665999999600039,0.032818012819361114,0.0,0.0021876487344073526,78.83983777245824,0
41,7,200000,16666.666666666668,1724,226584,20670,6,4358,500,10827.962869875711,36,0,married,high_school,employed,other,education,yes,0.029999999998199998,0.018046604783126183,0.0,0.0005413981434613016,79.61701971561665,0
48,8,200000,16666.666666666668,3144,137593,51060,5,9256,644,17975.91266232313,12,1,widowed,bachelor,retired,rent,other,no,0.0386399999976816,0.08987956331161565,0.0,0.0034729463261524516,87.75408998545238,0
36,6,200000,16666.666666666668,7046,50000,64034,1,8203,500,15490.761116940766,12,0,married,master,employed,rent,car,no,0.029999999998199998,0.07745380558470383,0.0,0.002323614167401698,88.32154407632109,0
42,5,200000,16666.666666666668,1553,502796,16042,2,10803,500,19442.955099966377,3,0,married,bachelor,employed,rent,other,yes,0.029999999998199998,0.3888591019993275,1.0,0.011665773059279877,29.11434950943433,1
34,8,200000,16666.666666666668,1677,70112,22381,1,9062,500,10000.0,6,1,single,bachelor,employed,mortgage,education,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
49,9,200000,16666.666666666668,1000,50000,14584,6,7530,571,11897.713249611226,12,2,married,high_school,self_employed,mortgage,business,yes,0.0342599999979444,0.05948856624805613,0.0,0.0020380782795361182,78.77015843130741,0
28,3,200000,16666.666666666668,1577,63445,44748,2,7162,504,25404.279240692893,3,1,divorced,college,unemployed,rent,business,yes,0.030239999998185597,0.5080855848138579,2.0,0.01536450808384919,18.291857512179075,1
53,5,200000,16666.666666666668,5595,50000,37363,1,7494,500,10448.785349520565,36,1,married,college,unemployed,rent,car,no,0.029999999998199998,0.017414642249200942,0.0,0.0005224392674446818,89.62569688811503,1
34,2,200000,16666.666666666668,1569,99104,16710,2,5173,500,10000.0,12,1,single,bachelor,retired,mortgage,debt_consolidation,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
20,6,200000,16666.666666666668,1285,59151,10000,5,5388,500,15509.784811553276,24,0,married,high_school,employed,mortgage,business,no,0.029999999998199998,0.03877446202888318,0.0,0.0011632338607967013,89.283412986326,1
36,9,200000,16666.666666666668,2239,50000,14673,0,7019,500,11204.871296094772,36,0,married,bachelor,employed,rent,car,no,0.029999999998199998,0.018674785493491285,0.0,0.000560243564771124,89.60831492763542,0
28,5,200000,16666.666666666668,2203,89865,79394,3,12321,500,10000.0,12,1,single,master,retired,mortgage,home,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
43,7,200000,16666.666666666668,5674,50000,13952,2,4851,500,18287.09385244454,36,1,single,bachelor,employed,rent,business,no,0.029999999998199998,0.03047848975407423,0.0,0.0009143546925673656,89.42905852889218,0
28,7,200000,16666.666666666668,1116,71878,14778,1,11635,636,18573.552042561583,6,3,married,high_school,retired,own,car,no,0.038159999997710393,0.1857355204256158,1.0,0.007087667459016238,80.50535908326275,0
30,3,200000,16666.666666666668,1000,393703,12117,4,2414,500,30792.75671763764,24,1,married,bachelor,employed,mortgage,home,yes,0.029999999998199998,0.07698189179409409,0.0,0.0023094567536842553,78.3367277287731,0
18,5,200000,16666.666666666668,7307,149747,32573,4,5155,500,24125.900126927158,36,1,married,phd,employed,other,debt_consolidation,no,0.029999999998199998,0.04020983354487859,0.0,0.0012062950062739798,89.25639555950661,0
30,5,200000,16666.666666666668,4418,50000,11351,4,10624,500,22811.98711497465,6,3,single,college,employed,rent,home,no,0.029999999998199998,0.2281198711497465,1.0,0.006843596134081778,74.04998172621185,0
18,4,200000,16666.666666666668,1138,196054,41456,4,18828,507,10582.491501444043,36,1,married,bachelor,retired,mortgage,other,no,0.030419999998174796,0.017637485835740072,0.0,0.000536532319091021,89.61634624665416,0
19,5,200000,16666.666666666668,7454,67010,26685,2,11197,504,10000.0,3,0,divorced,bachelor,employed,other,debt_consolidation,no,0.030239999998185597,0.19999999999999998,1.0,0.006047999999637119,78.68874095261405,1
42,4,200000,16666.666666666668,1000,50000,24866,1,5693,619,10000.0,24,1,divorced,college,retired,mortgage,car,no,0.037139999997771594,0.024999999999999998,0.0,0.0009284999999442898,89.40898453876548,0
42,8,200000,16666.666666666668,6224,63729,42164,0,16676,500,10000.0,6,1,divorced,bachelor,employed,rent,business,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
39,7,200000,16666.666666666668,7323,146359,18386,1,9653,500,13086.002141158644,6,2,married,college,employed,other,car,yes,0.029999999998199998,0.13086002141158642,1.0,0.003925800642112044,75.78563421839715,0
25,6,200000,16666.666666666668,10047,50000,65879,2,7195,500,10000.0,6,1,married,college,employed,own,debt_consolidation,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
34,7,200000,16666.666666666668,1147,50000,19401,4,7079,500,32438.787219415546,3,2,divorced,master,employed,mortgage,home,no,0.029999999998199998,0.6487757443883109,2.0,0.019463272330481528,25.895563301164493,1
34,10,200000,16666.666666666668,2905,50000,10000,2,10299,550,18545.632373387816,3,1,married,high_school,self_employed,mortgage,home,yes,0.032999999998019995,0.37091264746775626,1.0,0.012240117365701547,32.18432354183965,1
23,4,200000,16666.666666666668,1000,64048,19596,2,10535,500,18531.387784205755,12,0,married,bachelor,unemployed,mortgage,debt_consolidation,no,0.029999999998199998,0.09265693892102878,0.0,0.0027797081674640805,87.77510576814072,0
50,9,200000,16666.666666666668,9275,50000,10000,1,3963,500,61504.16103352902,3,0,married,master,employed,mortgage,debt_consolidation,no,0.029999999998199998,1.2300832206705803,3.0,0.036902496617903256,25.550056749629096,1
43,9,200000,16666.666666666668,5091,68337,56765,2,6539,500,10311.474317493508,36,1,married,bachelor,employed,mortgage,debt_consolidation,no,0.029999999998199998,0.017185790529155847,0.0,0.0005155737158437409,89.62881948409445,0
32,9,200000,16666.666666666668,3190,50000,26205,0,7230,500,10000.0,3,2,divorced,college,employed,mortgage,other,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
35,3,200000,16666.666666666668,1597,50000,13547,3,5592,500,23241.067693317036,3,1,married,college,employed,own,home,yes,0.029999999998199998,0.4648213538663407,1.0,0.013944640615153542,20.6084010222361,1
37,3,200000,16666.666666666668,2504,90799,39183,2,17295,500,11248.645598970874,12,1,single,high_school,employed,own,debt_consolidation,no,0.029999999998199998,0.056243227994854365,0.0,0.001687296839744393,88.91353734419212,0
18,8,200000,16666.666666666668,3056,87989,24484,1,11733,500,10000.0,12,2,divorced,high_school,self_employed,mortgage,home,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
32,6,200000,16666.666666666668,7801,76799,19683,1,4227,751,38690.990677868205,24,2,single,bachelor,retired,mortgage,education,no,0.045059999997296395,0.09672747669467051,0.0,0.00435854009960034,87.38240345264556,0
28,9,200000,16666.666666666668,5284,50000,11317,4,18699,500,28176.91184377312,3,0,single,high_school,employed,mortgage,business,no,0.029999999998199998,0.5635382368754623,2.0,0.0169061471052495,26.77421523720654,0
24,2,200000,16666.666666666668,2282,50000,20474,2,12770,500,35035.84643628647,12,1,married,phd,employed,mortgage,debt_consolidation,no,0.029999999998199998,0.17517923218143233,1.0,0.005255376965127647,81.88715833109264,0
32,6,200000,16666.666666666668,1588,101570,10000,2,5120,500,10000.0,6,0,divorced,master,unemployed,rent,debt_consolidation,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
52,2,200000,16666.666666666668,4284,50000,71421,1,4528,500,10000.0,36,1,married,college,unemployed,mortgage,debt_consolidation,no,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,89.63586424221606,0
41,9,200000,16666.666666666668,5872,108546,10000,3,7227,1426,28363.324994666593,3,1,divorced,college,self_employed,own,debt_consolidation,yes,0.0855599999948664,0.5672664998933318,2.0,0.04853532172796134,15.875418511685139,0
29,6,200000,16666.666666666668,7027,50000,40633,4,3385,539,10000.0,6,1,single,master,employed,rent,car,no,0.032339999998059595,0.09999999999999999,0.0,0.0032339999998059594,87.43221824348727,0
40,1,200000,16666.666666666668,1492,50000,11877,1,16005,500,10903.637287071304,12,0,divorced,master,self_employed,rent,car,no,0.029999999998199998,0.05451818643535652,0.0,0.0016355455929625627,88.95431250265116,0
48,3,200000,16666.666666666668,2273,50000,21115,3,5848,622,19302.742130859642,12,1,married,bachelor,unemployed,mortgage,debt_consolidation,no,0.0373199999977608,0.09651371065429822,0.0,0.0036018916814022956,87.50749596858698,0
44,4,200000,16666.666666666668,5168,59126,45407,0,12115,500,42886.87707823233,3,2,married,bachelor,employed,own,car,no,0.029999999998199998,0.8577375415646467,2.0,0.02573212624539547,25.56511740644558,1
35,4,200000,16666.666666666668,1824,85757,55540,3,7513,500,10000.0,36,0,married,bachelor,unemployed,mortgage,other,yes,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,79.63586424221604,0
28,6,200000,16666.666666666668,3723,67610,114436,1,6035,768,10414.13898861502,12,2,divorced,high_school,employed,own,home,no,0.046079999997235194,0.05207069494307509,0.0,0.002399417622832935,88.76926933647526,0
41,8,200000,16666.666666666668,3294,88474,61215,2,9811,500,10000.0,3,2,single,bachelor,employed,rent,business,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
38,5,200000,16666.666666666668,1787,88971,14427,3,8811,500,25739.183751721223,6,3,married,bachelor,employed,rent,education,no,0.029999999998199998,0.2573918375172122,1.0,0.007721755125053059,68.09607886196228,0
43,11,200000,16666.666666666668,9002,50000,13493,1,6806,500,10000.0,36,1,married,college,unemployed,rent,business,no,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,89.63586424221606,0
41,9,200000,16666.666666666668,2901,160002,33520,2,7342,500,18527.919683809407,24,3,married,college,self_employed,own,home,no,0.029999999998199998,0.04631979920952351,0.0,0.0013895939762023296,89.13493763990914,1
45,5,200000,16666.666666666668,1679,50000,24991,0,13023,500,10000.0,6,0,single,bachelor,employed,rent,car,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
29,4,200000,16666.666666666668,6333,50000,18647,3,4873,652,23321.52474821242,36,0,married,college,employed,mortgage,business,no,0.039119999997652796,0.038869207913687365,0.0,0.0015205634134922157,89.14484679774961,0
48,3,200000,16666.666666666668,11018,75931,10000,1,25162,511,24885.268312511376,24,2,single,college,self_employed,mortgage,home,yes,0.0306599999981604,0.06221317078127843,0.0,0.0019074558160395493,78.75454308013153,0
36,12,200000,16666.666666666668,3173,50000,26824,2,8932,500,14073.460461630237,6,2,married,college,self_employed,mortgage,car,no,0.029999999998199998,0.14073460461630236,1.0,0.004222038138235748,85.08890642784812,0
55,5,200000,16666.666666666668,1551,167648,17288,2,8129,570,10000.0,3,0,married,bachelor,self_employed,mortgage,other,no,0.034199999997948,0.19999999999999998,1.0,0.006839999999589599,78.62934095261762,0
28,12,200000,16666.666666666668,1008,50000,54000,3,10210,500,15007.433954335202,6,1,divorced,bachelor,retired,own,education,no,0.029999999998199998,0.150074339543352,1.0,0.004502230186030426,84.34602989308789,0
52,4,200000,16666.666666666668,2813,50000,71747,0,7033,500,15009.76018861206,12,1,married,college,employed,rent,business,no,0.029999999998199998,0.0750488009430603,0.0,0.0022514640281567208,88.39788870909135,0
36,5,200000,16666.666666666668,21297,50000,10000,1,4630,500,14241.970118376268,24,0,single,phd,retired,own,education,no,0.029999999998199998,0.03560492529594067,0.0,0.001068147758814131,89.34112763562354,0
28,3,200000,16666.666666666668,4523,74776,20517,0,10538,500,20795.46240445338,6,2,married,master,employed,mortgage,debt_consolidation,no,0.029999999998199998,0.2079546240445338,1.0,0.006238638720961695,77.49151895812338,1
30,3,200000,16666.666666666668,1714,78869,18027,3,8124,500,10000.0,24,1,married,college,employed,own,car,yes,0.029999999998199998,0.024999999999999998,0.0,0.0007499999999549999,79.51608453875905,0
31,5,200000,16666.666666666668,2544,50000,25488,4,12240,1083,25920.711747436017,36,0,divorced,bachelor,employed,own,business,no,0.0649799999961012,0.04320118624572669,0.0,0.0028072130820788878,88.673563799026,0
39,3,200000,16666.666666666668,1542,67711,16961,0,8306,959,29847.798623496077,3,0,single,bachelor,self_employed,mortgage,debt_consolidation,no,0.057539999996547596,0.5969559724699215,2.0,0.03434884665385835,25.884032130401437,1
40,8,200000,16666.666666666668,3775,50000,40526,1,5391,680,10000.0,6,0,divorced,bachelor,retired,mortgage,business,no,0.040799999997551996,0.09999999999999999,0.0,0.0040799999997552,87.30531824349488,0
29,6,200000,16666.666666666668,1000,52372,14635,2,6775,500,10000.0,24,0,married,college,retired,own,other,no,0.029999999998199998,0.024999999999999998,0.0,0.0007499999999549999,89.51608453875906,0
34,4,200000,16666.666666666668,4010,50000,47344,3,12911,793,13236.958672952394,6,1,married,bachelor,employed,own,car,no,0.0475799999971452,0.13236958672952392,1.0,0.006298144936212859,85.42098889022314,0
56,2,200000,16666.666666666668,3002,80890,18741,0,6721,500,10000.0,3,0,divorced,college,employed,own,business,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
52,8,200000,16666.666666666668,10561,104675,36922,1,15765,500,18795.369186400592,36,2,married,high_school,self_employed,rent,debt_consolidation,no,0.029999999998199998,0.03132561531066765,0.0,0.0009397684592636434,89.41497428453175,0
39,7,200000,16666.666666666668,4513,61662,10000,3,5616,500,20230.30902354832,12,1,married,high_school,employed,own,home,no,0.029999999998199998,0.10115154511774159,1.0,0.0030345463533501746,87.41619749565122,0
35,3,200000,16666.666666666668,6566,191340,19718,2,7718,777,21355.50711732333,12,1,married,high_school,self_employed,rent,home,no,0.046619999997202795,0.10677753558661665,1.0,0.004977968708749389,86.90537078812551,1
36,3,200000,16666.666666666668,5390,191470,35069,4,19024,500,10000.0,12,0,divorced,bachelor,retired,own,business,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
41,8,200000,16666.666666666668,3533,90314,25606,2,9939,500,10000.0,24,2,single,bachelor,employed,mortgage,home,no,0.029999999998199998,0.024999999999999998,0.0,0.0007499999999549999,89.51608453875906,0
24,5,200000,16666.666666666668,4764,121461,10000,2,18793,500,12777.923036135147,24,0,single,college,employed,mortgage,car,yes,0.029999999998199998,0.03194480759033787,0.0,0.0009583442276526353,79.40456982514604,0
32,6,200000,16666.666666666668,3565,50000,26907,4,15854,500,10000.0,36,0,married,college,unemployed,own,business,no,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,89.63586424221606,0
18,9,200000,16666.666666666668,1170,57996,10000,2,1746,500,10000.0,12,2,single,bachelor,employed,mortgage,car,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
38,4,200000,16666.666666666668,4652,50000,10000,3,5373,844,15396.647651746705,3,0,married,bachelor,employed,other,other,no,0.050639999996961595,0.30793295303493406,1.0,0.015593724740753436,55.809021129645146,0
41,5,200000,16666.666666666668,2537,59202,19102,0,24525,1114,11961.014109790976,36,0,married,college,self_employed,other,business,no,0.0668399999959896,0.019935023516318293,0.0,0.0013324569717507672,89.03800964155884,0
30,6,200000,16666.666666666668,11203,50000,10000,0,5386,500,20885.38218280173,12,1,married,bachelor,employed,rent,other,no,0.029999999998199998,0.10442691091400864,1.0,0.0031328073272322908,87.26635953150368,0
50,7,200000,16666.666666666668,1575,59529,22907,1,10481,500,10000.0,12,2,divorced,high_school,employed,own,home,yes,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,79.05647095587534,1
22,3,200000,16666.666666666668,1004,50000,10000,3,15274,500,14777.007780621663,36,0,married,master,retired,other,home,no,0.029999999998199998,0.024628346301036105,0.0,0.0007388503889867521,89.52174145272724,0
20,4,200000,16666.666666666668,5715,52657,108838,3,19206,500,11599.336731753336,24,2,divorced,high_school,employed,rent,car,no,0.029999999998199998,0.028998341829383337,0.0,0.000869950254829303,89.45325637546708,0
37,4,200000,16666.666666666668,1000,85400,12092,1,6345,500,12414.495638021017,12,0,single,college,employed,rent,other,no,0.029999999998199998,0.062072478190105085,0.0,0.0018621743455914219,88.76810413394622,0
45,1,200000,16666.666666666668,6324,50000,60001,0,12833,500,10954.36501708036,6,0,single,high_school,self_employed,mortgage,car,no,0.029999999998199998,0.10954365017080359,1.0,0.0032863095049269287,87.01864396484464,0
51,5,200000,16666.666666666668,6460,62490,23952,2,13954,1085,10000.0,3,2,married,high_school,employed,mortgage,home,no,0.06509999999609399,0.19999999999999998,1.0,0.013019999999218797,78.16584095264542,0
30,4,200000,16666.666666666668,2283,82015,22836,2,4072,500,10744.068124790288,12,0,single,master,employed,mortgage,debt_consolidation,no,0.029999999998199998,0.05372034062395144,0.0,0.0016116102186218464,88.97283477241346,0
45,1,200000,16666.666666666668,2414,50000,17681,2,14805,831,10136.014944855484,6,0,married,master,employed,own,debt_consolidation,no,0.049859999997008395,0.10136014944855483,1.0,0.005053817051201714,87.10895118312843,0
34,3,200000,16666.666666666668,1277,50000,47034,1,14693,543,10000.0,12,1,single,bachelor,employed,own,home,no,0.0325799999980452,0.049999999999999996,0.0,0.0016289999999022598,89.01777095587767,0
33,7,200000,16666.666666666668,1643,64216,37691,2,8673,500,14026.085920733152,24,0,married,college,employed,own,debt_consolidation,no,0.029999999998199998,0.035065214801832875,0.0,0.0010519564439918688,89.35069490186183,0
43,0,200000,16666.666666666668,3553,118912,21177,2,13279,870,16946.3617494716,12,1,married,bachelor,employed,other,home,no,0.052199999996867995,0.084731808747358,0.0,0.004423000416346707,87.74127802415859,0
41,9,200000,16666.666666666668,4786,85837,24615,2,16673,500,10000.0,12,0,married,master,self_employed,mortgage,other,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
19,5,200000,16666.666666666668,2241,50000,65896,2,5686,500,14664.225752303617,24,1,married,college,employed,mortgage,car,no,0.029999999998199998,0.03666056438075904,0.0,0.0010998169313567823,89.32219774209251,0
49,4,200000,16666.666666666668,2080,50000,22462,1,17381,500,10000.0,3,1,married,bachelor,unemployed,mortgage,business,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
48,0,200000,16666.666666666668,3500,50000,21216,0,27517,500,10000.0,3,1,single,college,retired,mortgage,other,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
28,6,200000,16666.666666666668,5466,50000,10000,2,34259,500,28349.44899191182,12,1,single,master,employed,mortgage,home,no,0.029999999998199998,0.1417472449595591,1.0,0.004252417348531628,85.0124422462773,0
38,6,200000,16666.666666666668,3198,274881,24283,3,7744,735,10000.0,3,1,married,master,employed,own,education,no,0.044099999997354,0.19999999999999998,1.0,0.0088199999994708,78.48084095262652,0
39,2,200000,16666.666666666668,4176,71206,23030,3,16620,500,11168.017003978579,3,0,married,bachelor,retired,mortgage,debt_consolidation,no,0.029999999998199998,0.22336034007957156,1.0,0.006700810201985098,74.91339952592733,0
37,3,200000,16666.666666666668,2525,121479,54489,2,7893,500,30783.319559650994,12,0,married,master,employed,own,home,no,0.029999999998199998,0.15391659779825495,1.0,0.004617497933670598,84.01497117147119,1
29,5,200000,16666.666666666668,1000,54978,31991,2,4043,776,10000.0,3,2,married,bachelor,retired,mortgage,home,no,0.0465599999972064,0.19999999999999998,1.0,0.00931199999944128,78.44394095262874,0
28,7,200000,16666.666666666668,5944,50000,34606,2,7913,500,23906.114254139346,3,1,single,phd,unemployed,mortgage,other,no,0.029999999998199998,0.47812228508278687,1.0,0.014343668551622986,29.752636821826467,1
34,5,200000,16666.666666666668,1000,102887,59421,2,10230,712,15420.122230996036,24,1,married,high_school,employed,mortgage,home,no,0.042719999997436794,0.038550305577490084,0.0,0.001646869054171564,89.09678196660697,0
46,5,200000,16666.666666666668,1351,204056,10000,2,7033,500,10000.0,3,1,divorced,college,employed,own,car,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
40,6,200000,16666.666666666668,3415,50000,35580,5,4605,923,19502.119837381262,3,1,single,college,employed,own,car,no,0.0553799999966772,0.3900423967476252,1.0,0.02160054793058745,38.54411736556995,0
31,3,200000,16666.666666666668,1752,50000,10000,4,11221,500,10000.0,12,1,married,bachelor,unemployed,other,car,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
42,5,200000,16666.666666666668,3139,72479,10000,3,32178,500,12058.811383158136,6,2,divorced,college,employed,mortgage,other,no,0.029999999998199998,0.12058811383158134,1.0,0.0036176434147303814,86.42276545462755,0
18,4,200000,16666.666666666668,8839,316767,13732,3,6926,500,11464.074002462527,3,1,single,bachelor,employed,mortgage,other,no,0.029999999998199998,0.22928148004925053,1.0,0.006878444401064809,73.8345451200187,0
46,3,200000,16666.666666666668,1000,64281,16955,1,9623,500,14812.981153478477,24,0,married,college,unemployed,mortgage,car,no,0.029999999998199998,0.03703245288369619,0.0,0.0011109735864442273,89.31545996776728,0
18,7,200000,16666.666666666668,3535,50000,10000,4,8187,1602,46656.11389556425,12,1,married,bachelor,employed,own,other,no,0.09611999999423279,0.23328056947782125,1.0,0.0224229283368628,72.08712041469553,0
31,4,200000,16666.666666666668,1000,173657,11326,5,12964,500,12936.572287570489,36,0,single,college,employed,own,other,no,0.029999999998199998,0.02156095381261748,0.0,0.0006468286143397146,89.56728155263676,0
23,7,200000,16666.666666666668,2387,51385,15397,1,8227,594,10000.0,6,0,married,high_school,employed,rent,business,no,0.0356399999978616,0.09999999999999999,0.0,0.0035639999997861597,87.38271824349025,0
22,6,200000,16666.666666666668,1674,50000,11531,2,9809,500,11328.538888939696,6,1,married,master,employed,mortgage,car,no,0.029999999998199998,0.11328538888939696,1.0,0.003398561666477995,86.82645381923737,0
46,4,200000,16666.666666666668,1000,94474,49187,7,15833,797,10000.0,36,1,married,college,employed,rent,car,yes,0.047819999997130797,0.016666666666666666,0.0,0.0007969999999521799,79.36856424223208,0
30,4,200000,16666.666666666668,8455,130268,41190,3,16470,591,10000.0,12,0,widowed,bachelor,retired,mortgage,debt_consolidation,no,0.035459999997872395,0.049999999999999996,0.0,0.0017729999998936197,88.97457095588025,0
38,3,200000,16666.666666666668,3745,50000,18085,4,24548,500,19355.644528279932,36,1,divorced,master,employed,mortgage,car,no,0.029999999998199998,0.03225940754713322,0.0,0.0009677822263559295,89.39924768770118,0
34,5,200000,16666.666666666668,8890,88539,34229,2,6864,500,10000.0,6,1,single,college,employed,own,car,no,0.029999999998199998,0.09999999999999999,0.0,0.0029999999998199995,87.46731824348517,0
39,4,200000,16666.666666666668,1560,50000,26024,1,5770,500,10000.0,12,1,married,master,employed,rent,business,no,0.029999999998199998,0.049999999999999996,0.0,0.0014999999999099998,89.05647095587534,0
35,10,200000,16666.666666666668,7027,50000,10000,1,2550,500,10000.0,36,0,divorced,master,retired,rent,home,yes,0.029999999998199998,0.016666666666666666,0.0,0.0004999999999699999,79.63586424221604,0
22,8,200000,16666.666666666668,4346,109897,56258,5,6978,500,10748.400999133932,24,3,married,bachelor,retired,own,car,no,0.029999999998199998,0.026871002497834827,0.0,0.0008061300748866769,89.48713784350517,0
44,2,200000,16666.666666666668,1037,50897,35674,6,5600,500,10000.0,3,1,married,bachelor,unemployed,own,education,no,0.029999999998199998,0.19999999999999998,1.0,0.005999999999639999,78.69234095261383,0
30,3,200000,16666.666666666668,1270,50000,14599,1,9147,500,15307.234398035924,6,2,divorced,college,employed,rent,home,no,0.029999999998199998,0.15307234398035924,1.0,0.0045921703191352465,84.08903343516214,0
19,7,200000,16666.666666666668,1242,125226,111429,4,7295,500,19213.971418536483,36,1,divorced,college,self_employed,mortgage,debt_consolidation,yes,0.029999999998199998,0.032023285697560806,0.0,0.0009606985708691822,79.40324446576601,0
30,4,200000,16666.666666666668,3681,95557,12734,2,2262,772,23746.40316686005,12,2,married,college,employed,rent,business,yes,0.04631999999722079,0.11873201583430025,1.0,0.005499666973114807,76.2842786425144,0
50,6,200000,16666.666666666668,3591,61947,11048,1,3191,500,13930.136644560263,6,1,married,bachelor,employed,own,education,no,0.029999999998199998,0.13930136644560262,1.0,0.004179040993117336,85.19549079495536,0
43,4,200000,16666.666666666668,9886,50000,42533,2,5114,500,14499.006616845789,12,1,married,college,employed,mortgage,home,no,0.029999999998199998,0.07249503308422894,0.0,0.002174850992396377,88.47618908993644,0
